time,P,G(i),H_sun,T2m,WS10m,Int
20230404:1611,254.64,314.93,18.39,8.6,2.55,0
20230404:1711,75.79,129.1,9.36,7.98,2.55,0
20230404:1811,0,0,0,6.61,2.48,0
20230404:1911,0,0,0,5.2,2.76,0
20230404:2011,0,0,0,4.22,2.69,0
20230404:2111,0,0,0,3.41,2.62,0
20230404:2211,0,0,0,2.66,2.55,0
20230404:2311,0,0,0,1.93,2.48,0
20230405:0011,0,0,0,1.21,2.28,0
20230405:0111,0,0,0,0.44,2.07,0
20230405:0211,0,0,0,-0.34,2,0
20230405:0311,0,0,0,-1.05,2,0
20230405:0411,0,0,0,-1.66,1.93,0
20230405:0511,0,0,0,-2.14,1.86,0
20230405:0611,61.65,104.12,9.17,-1.65,1.45,0
20230405:0711,273.04,332.9,18.22,1.74,1.03,0
20230405:0811,479.47,567.72,26.78,4.33,0.9,0
20230405:0911,652.13,789.68,34.28,6.58,1.17,0
20230405:1011,758.7,932.63,40.05,8.08,1.79,0
20230405:1111,814.65,1015.58,43.27,8.85,1.86,0
20230405:1211,798.43,1004.5,43.35,9.43,1.45,0
20230405:1311,749.85,943.16,40.27,9.92,1.1,0
20230405:1411,638.92,794.19,34.61,10.41,0.76,0
20230405:1511,482,590.01,27.17,10.28,0.55,0
20230405:1611,256.07,323.1,18.65,10.26,0.41,0
20230405:1711,69.9,117.75,9.61,9.92,0.21,0
20230405:1811,0,0,0,8.72,0.76,0
20230405:1911,0,0,0,6.54,1.45,0
20230405:2011,0,0,0,4.55,1.86,0
20230405:2111,0,0,0,3.59,2.14,0
20230405:2211,0,0,0,3.05,2.48,0
20230405:2311,0,0,0,2.85,2.62,0
20230406:0011,0,0,0,2.48,2.83,0
20230406:0111,0,0,0,2.32,2.83,0
20230406:0211,0,0,0,2.1,2.83,0
20230406:0311,0,0,0,1.96,2.9,0
20230406:0411,0,0,0,1.99,2.9,0
20230406:0511,0,0,0,2.01,2.97,0
20230406:0611,48.85,77.4,9.52,2.69,2.9,0
20230406:0711,67.67,93.23,18.57,4.46,2.97,0
20230406:0811,92.72,122.2,27.13,5.97,3.38,0
20230406:0911,221.66,266.88,34.66,7.18,3.72,0
20230406:1011,226.77,273.67,40.43,7.88,3.93,0
20230406:1111,182,223.74,43.65,8.17,4.48,0
20230406:1211,242.71,291.42,43.71,8.14,4.83,0
20230406:1311,165.32,204.66,40.61,7.84,4.69,0
20230406:1411,98.57,129.55,34.91,7.82,5.1,0
20230406:1511,39.86,61.56,27.45,7.83,4.83,0
20230406:1611,26.42,45.02,18.91,7.89,4.69,0
20230406:1711,6.28,17.46,9.87,7.78,4.34,0
20230406:1811,0,0,0,7.67,3.93,0
20230406:1911,0,0,0,7.47,3.38,0
20230406:2011,0,0,0,7.48,2.48,0
20230406:2111,0,0,0,7.49,1.79,0
20230406:2211,0,0,0,7.52,1.79,0
20230406:2311,0,0,0,7.56,2.28,0
20230407:0011,0,0,0,7.52,2.83,0
20230407:0111,0,0,0,7.54,3.17,0
20230407:0211,0,0,0,7.4,3.31,0
20230407:0311,0,0,0,7.31,3.24,0
20230407:0411,0,0,0,7.2,3.1,0
20230407:0511,0,0,0,7.1,3.03,0
20230407:0611,44.92,71.59,9.86,7.17,2.97,0
20230407:0711,36.06,56.97,18.92,7.78,3.79,0
20230407:0811,75.71,103.83,27.49,8.4,4.34,0
20230407:0911,110.01,143.34,35.03,8.91,3.79,0
20230407:1011,79.31,108.42,40.81,9.17,3.31,0
20230407:1111,144.96,183.77,44.04,9.62,3.03,0
20230407:1211,78.19,107.5,44.08,9.88,2.76,0
20230407:1311,87.63,118.53,40.94,9.98,2.41,0
20230407:1411,67.06,94.64,35.22,9.93,2,0
20230407:1511,114.11,149.11,27.72,9.92,1.72,0
20230407:1611,98.46,131.64,19.17,9.78,1.17,0
20230407:1711,63.97,103.55,10.12,9.62,1.03,0
20230407:1811,0,0,0,9.13,0.62,0
20230407:1911,0,0,0,8.61,1.31,0
20230407:2011,0,0,0,8.32,1.24,0
20230407:2111,0,0,0,7.63,1.38,0
20230407:2211,0,0,0,7.32,1.38,0
20230407:2311,0,0,0,7.16,1.52,0
20230408:0011,0,0,0,6.95,1.86,0
20230408:0111,0,0,0,6.72,2.21,0
20230408:0211,0,0,0,6.4,2.34,0
20230408:0311,0,0,0,5.83,2.34,0
20230408:0411,0,0,0,5.35,2.28,0
20230408:0511,0,0,0,4.7,2.14,0
20230408:0611,67.67,113.78,10.2,4.59,2,0
20230408:0711,272.79,335.18,19.27,5.38,2,0
20230408:0811,478.09,564.89,27.85,6.89,2.21,0
20230408:0911,649.57,780.8,35.39,8.5,2.28,0
20230408:1011,752.61,925.12,41.19,10.05,2.34,0
20230408:1111,806.44,1005,44.42,11.2,2.48,0
20230408:1211,787.5,979.66,44.45,11.99,2.69,0
20230408:1311,167.18,211.74,41.28,12.49,2.76,0
20230408:1411,260.58,319.5,35.52,12.82,2.55,0
20230408:1511,471.32,572.15,28,12.95,2.34,0
20230408:1611,180.27,230.34,19.43,12.74,2.28,0
20230408:1711,62.45,100.19,10.37,12.13,2.14,0
20230408:1811,0,0,0,10.83,2.34,0
20230408:1911,0,0,0,9.76,2.28,0
20230408:2011,0,0,0,9.1,2.14,0
20230408:2111,0,0,0,8.79,2,0
20230408:2211,0,0,0,8.63,2.07,0
20230408:2311,0,0,0,8.61,2.07,0
20230409:0011,0,0,0,8.52,2,0
20230409:0111,0,0,0,8.51,2,0
20230409:0211,0,0,0,8.21,2.14,0
20230409:0311,0,0,0,8.17,2.14,0
20230409:0411,0,0,0,8.05,2.07,0
20230409:0511,0,0,0,7.89,2.21,0
20230409:0611,18.57,34.92,10.54,7.81,2.34,0
20230409:0711,48.18,71.67,19.61,7.96,2.34,0
20230409:0811,103.86,136.51,28.2,8.88,2.69,0
20230409:0911,325.22,389.03,35.76,9.73,2.69,0
20230409:1011,415.21,498.86,41.57,11.15,2.55,0
20230409:1111,525.11,635.29,44.8,11.91,2.69,0
20230409:1211,641.07,784.22,44.81,12.49,2.83,0
20230409:1311,606.82,738.66,41.61,12.89,3.03,0
20230409:1411,601.17,728.37,35.82,13.11,3.31,0
20230409:1511,480.64,578.76,28.27,12.98,3.45,0
20230409:1611,276.46,347.56,19.68,12.9,3.17,0
20230409:1711,74.11,123.51,10.62,12.56,2.83,0
20230409:1811,0,0,0,11.58,3.31,0
20230409:1911,0,0,0,10.49,2.9,0
20230409:2011,0,0,0,9.57,3.17,0
20230409:2111,0,0,0,8.99,3.38,0
20230409:2211,0,0,0,8.45,3.52,0
20230409:2311,0,0,0,8.27,3.52,0
20230410:0011,0,0,0,8.29,3.52,0
20230410:0111,0,0,0,8.15,3.66,0
20230410:0211,0,0,0,8.08,3.72,0
20230410:0311,0,0,0,8.24,3.93,0
20230410:0411,0,0,0,8.41,4.14,0
20230410:0511,0,0.86,1.77,8.26,4.14,0
20230410:0611,19.93,36.75,10.88,8.32,4.21,0
20230410:0711,128.61,165.38,19.95,8.97,4.34,0
20230410:0811,200.94,246,28.55,9.96,4.9,0
20230410:0911,130.95,168.15,36.12,10.9,5.38,0
20230410:1011,167.03,210.12,41.94,12.18,5.79,0
20230410:1111,209.96,260.38,45.17,13.66,6.34,0
20230410:1211,283.68,346.51,45.17,15.22,6.9,0
20230410:1311,53.4,79.94,41.94,15.23,6.62,0
20230410:1411,60.46,88.21,36.11,14.46,5.93,0
20230410:1511,23.62,42.27,28.54,13.09,6.62,0
20230410:1611,66.13,94.12,19.94,12.28,6.83,0
20230410:1711,2.42,11.03,10.87,11.67,6.97,0
20230410:1811,0,0.86,1.76,11.22,6.69,0
20230410:1911,0,0,0,10.44,6.28,0
20230410:2011,0,0,0,9.73,6,0
20230410:2111,0,0,0,9.35,6.07,0
20230410:2211,0,0,0,8.6,6.55,0
20230410:2311,0,0,0,8.04,5.79,0
20230411:0011,0,0,0,7.86,5.45,0
20230411:0111,0,0,0,7.7,5.66,0
20230411:0211,0,0,0,7.38,5.86,0
20230411:0311,0,0,0,7.3,5.86,0
20230411:0411,0,0,0,6.99,6,0
20230411:0511,0,3.45,2.1,6.97,6,0
20230411:0611,78.31,129.8,11.21,7.04,6.07,0
20230411:0711,259.51,316.95,20.28,8.03,6.41,0
20230411:0811,296.15,349.06,28.89,8.69,7.72,0
20230411:0911,543.59,629.51,36.48,9.35,8.07,0
20230411:1011,688.91,803.31,42.31,9.84,8.21,0
20230411:1111,817.44,965.15,45.55,10.37,7.86,0
20230411:1211,856.94,1018.76,45.53,10.73,7.45,0
20230411:1311,797.9,947.3,42.27,11.2,7.03,0
20230411:1411,682.06,805.41,36.41,11.27,6.34,0
20230411:1511,513.93,607.86,28.81,11.53,5.59,0
20230411:1611,301.37,373.82,20.19,11.48,4.69,0
20230411:1711,81.78,137.41,11.11,11.11,3.45,0
20230411:1811,0,2.58,2.01,10.11,3.03,0
20230411:1911,0,0,0,9.13,2.97,0
20230411:2011,0,0,0,8.78,3.45,0
20230411:2111,0,0,0,8.6,4.14,0
20230411:2211,0,0,0,8.44,4.9,0
20230411:2311,0,0,0,8.47,5.66,0
20230412:0011,0,0,0,8.48,6.28,0
20230412:0111,0,0,0,8.44,6.62,0
20230412:0211,0,0,0,8.16,6.83,0
20230412:0311,0,0,0,8.13,6.76,0
20230412:0411,0,0,0,8.15,6.62,0
20230412:0511,0,0.86,2.43,8.23,5.66,0
20230412:0611,19.24,35.83,11.54,8.27,4.14,0
20230412:0711,166.28,208.54,20.62,8.33,3.86,0
20230412:0811,284.06,338.43,29.24,8.87,4.34,0
20230412:0911,310.85,369.97,36.84,9.49,4.21,0
20230412:1011,187.25,231.58,42.68,9.73,3.66,0
20230412:1111,534.06,635.23,45.92,10.44,4.07,0
20230412:1211,167.08,209.49,45.88,11.07,4.97,0
20230412:1311,121.88,158.04,42.59,11.16,5.1,0
20230412:1411,398.93,467.37,36.7,9.34,5.86,0
20230412:1511,391.89,461.96,29.07,9.47,4.62,0
20230412:1611,288.7,354.83,20.44,9.37,4.62,0
20230412:1711,5.69,16.54,11.36,8.03,4.48,0
20230412:1811,0.16,6.03,2.26,7.73,4.48,0
20230412:1911,0,0,0,6.7,4.55,0
20230412:2011,0,0,0,6.28,5.31,0
20230412:2111,0,0,0,6.44,6.21,0
20230412:2211,0,0,0,6.67,6.83,0
20230412:2311,0,0,0,6.59,7.03,0
20230413:0011,0,0,0,6.37,7.24,0
20230413:0111,0,0,0,5.68,7.31,0
20230413:0211,0,0,0,5.7,6.48,0
20230413:0311,0,0,0,6.24,6.48,0
20230413:0411,0,0,0,6.05,6.21,0
20230413:0511,0,2.58,2.76,5.7,5.66,0
20230413:0611,56.26,83.5,11.87,6.08,6,0
20230413:0711,129.63,164.78,20.95,7.15,5.38,0
20230413:0811,54.54,79.02,29.58,8,6.14,0
20230413:0911,149.96,188,37.19,9.16,6.76,0
20230413:1011,298.85,355.01,43.05,9.88,7.24,0
20230413:1111,128.4,164.47,46.29,10.25,7.31,0
20230413:1211,329.38,391.2,46.24,10.74,7.17,0
20230413:1311,407.7,479.94,42.91,10.87,7.17,0
20230413:1411,504.78,591.55,36.99,11.07,7.03,0
20230413:1511,450.91,530.39,29.34,11.03,6.55,0
20230413:1611,283.58,349.85,20.69,10.91,5.66,0
20230413:1711,85.68,142.55,11.6,10.52,4.34,0
20230413:1811,0.49,6.89,2.51,9.52,3.52,0
20230413:1911,0,0,0,8.03,3.17,0
20230413:2011,0,0,0,6.97,3.03,0
20230413:2111,0,0,0,6.3,3.1,0
20230413:2211,0,0,0,5.77,3.31,0
20230413:2311,0,0,0,5.35,3.31,0
20230414:0011,0,0,0,4.89,3.17,0
20230414:0111,0,0,0,4.46,3.1,0
20230414:0211,0,0,0,4.04,3.03,0
20230414:0311,0,0,0,3.75,2.97,0
20230414:0411,0,0,0,3.36,2.97,0
20230414:0511,2.2,10.34,3.09,3.05,2.9,0
20230414:0611,90.39,146.25,12.19,3.82,2.62,0
20230414:0711,306.26,373.29,21.28,6.15,2.83,0
20230414:0811,512.67,606.08,29.91,8.47,3.24,0
20230414:0911,682.27,814.28,37.54,10.25,4.14,0
20230414:1011,736.37,887.44,43.41,11.39,4.55,0
20230414:1111,651.05,785.34,46.65,12.12,4.28,0
20230414:1211,510.63,615.16,46.59,12.85,3.86,0
20230414:1311,700.39,859.21,43.23,13.54,3.52,0
20230414:1411,516.45,626.41,37.28,13.91,3.17,0
20230414:1511,475,576.81,29.6,14.02,3.03,0
20230414:1611,274.42,345.69,20.94,13.68,3.17,0
20230414:1711,50.46,77.68,11.85,12.31,2.9,0
20230414:1811,0,3.45,2.75,11.32,2.41,0
20230414:1911,0,0,0,10.24,2.69,0
20230414:2011,0,0,0,8.97,3.03,0
20230414:2111,0,0,0,8.46,3.1,0
20230414:2211,0,0,0,7.88,3.38,0
20230414:2311,0,0,0,7.5,3.59,0
20230415:0011,0,0,0,7.15,3.59,0
20230415:0111,0,0,0,6.61,3.38,0
20230415:0211,0,0,0,6.12,3.24,0
20230415:0311,0,0,0,5.54,3.17,0
20230415:0411,0,0,0,5.12,3.03,0
20230415:0511,3.11,12.06,3.42,4.79,2.97,0
20230415:0611,90.28,144.93,12.51,5.49,2.69,0
20230415:0711,301,367.55,21.6,7.35,3.52,0
20230415:0811,502.14,591.41,30.25,8.97,4.07,0
20230415:0911,679.12,803.3,37.89,10.16,5.17,0
20230415:1011,650.65,770.02,43.77,10.82,5.86,0
20230415:1111,633.59,749.61,47.02,11.22,6.41,0
20230415:1211,603.36,711.49,46.94,11.13,6.76,0
20230415:1311,388.85,459,43.55,10.95,6.9,0
20230415:1411,87.79,118.53,37.56,10.64,6.97,0
20230415:1511,96.89,128.64,29.86,10.03,6.83,0
20230415:1611,74.03,102.31,21.19,9.66,6.41,0
20230415:1711,31.85,52.3,12.09,9.21,6,0
20230415:1811,0,1.72,3,8.76,5.66,0
20230415:1911,0,0,0,8.33,5.31,0
20230415:2011,0,0,0,8.26,5.17,0
20230415:2111,0,0,0,8.23,5.03,0
20230415:2211,0,0,0,8.19,4.83,0
20230415:2311,0,0,0,8.16,4.69,0
20230416:0011,0,0,0,8.15,4.55,0
20230416:0111,0,0,0,8.13,4.41,0
20230416:0211,0,0,0,8.08,4.28,0
20230416:0311,0,0,0,8.09,4.07,0
20230416:0411,0,0,0,8.13,3.79,0
20230416:0511,0,3.45,3.74,8.19,3.86,0
20230416:0611,17.85,34,12.83,8.28,4.14,0
20230416:0711,49,72.59,21.92,8.06,4.07,0
20230416:0811,67.79,94.64,30.58,8.35,4.76,0
20230416:0911,82.77,112.1,38.23,8.78,4.48,0
20230416:1011,81.03,110.26,44.13,9.09,4.21,0
20230416:1111,104.09,136.91,47.38,9.56,4.21,0
20230416:1211,128.89,165.39,47.28,9.99,4.28,0
20230416:1311,113.47,147.93,43.87,10.19,4.48,0
20230416:1411,87.63,118.53,37.85,10.59,4.55,0
20230416:1511,157.3,197.89,30.12,10.75,4.62,0
20230416:1611,117.42,153.23,21.43,10.66,4.34,0
20230416:1711,66.62,99.92,12.33,10.25,4.07,0
20230416:1811,0,1.72,3.25,9.69,3.52,0
20230416:1911,0,0,0,8.61,3.72,0
20230416:2011,0,0,0,8.03,3.66,0
20230416:2111,0,0,0,7.82,3.38,0
20230416:2211,0,0,0,7.49,3.03,0
20230416:2311,0,0,0,7.2,2.69,0
20230417:0011,0,0,0,7.02,2.48,0
20230417:0111,0,0,0,6.89,2.34,0
20230417:0211,0,0,0,6.92,2.28,0
20230417:0311,0,0,0,6.68,2.28,0
20230417:0411,0,0,0,6.67,2.34,0
20230417:0511,0,3.45,4.06,6.64,2.41,0
20230417:0611,27.19,45.94,13.15,7.38,2.69,0
20230417:0711,75.13,103.18,22.24,8.31,4.14,0
20230417:0811,98.62,130.47,30.9,9.15,3.93,0
20230417:0911,301.71,361.19,38.57,10.1,3.93,0
20230417:1011,587.03,702.28,44.49,11.48,4.21,0
20230417:1111,787.05,961.95,47.74,12.75,4.48,0
20230417:1211,816.97,1005.52,47.63,13.54,4.48,0
20230417:1311,763.17,934.31,44.18,13.98,4.48,0
20230417:1411,644.89,779.27,38.13,13.81,4.41,0
20230417:1511,329.19,398.24,30.38,13.74,4.41,0
20230417:1611,285.92,356.92,21.67,12.64,4.21,0
20230417:1711,85.31,138.78,12.57,12.18,3.93,0
20230417:1811,2.51,11.2,3.49,11.29,4.07,0
20230417:1911,0,0,0,9.91,3.93,0
20230417:2011,0,0,0,9.11,3.86,0
20230417:2111,0,0,0,8.39,3.72,0
20230417:2211,0,0,0,8,3.86,0
20230417:2311,0,0,0,7.78,4.14,0
20230418:0011,0,0,0,7.26,4.21,0
20230418:0111,0,0,0,6.56,4.21,0
20230418:0211,0,0,0,5.93,4.41,0
20230418:0311,0,0,0,5.51,4.55,0
20230418:0411,0,0,0,5.16,4.69,0
20230418:0511,5.15,15.5,4.37,5.08,4.76,0
20230418:0611,22.34,39.51,13.46,5.79,4.76,0
20230418:0711,171.87,212.21,22.56,6.77,5.52,0
20230418:0811,493.59,571.47,31.23,8.05,6.9,0
20230418:0911,254.32,304.25,38.91,9.21,6.9,0
20230418:1011,443.68,520.17,44.84,10.02,6.76,0
20230418:1111,479.47,565.31,48.09,11.17,6.69,0
20230418:1211,175.08,218.68,47.97,11.54,6.07,0
20230418:1311,335.29,401.51,44.49,12.25,6,0
20230418:1411,513.39,609.56,38.41,12.38,5.45,0
20230418:1511,452.98,540.02,30.63,12.39,4.83,0
20230418:1611,263.97,328.73,21.92,12.5,4.76,0
20230418:1711,86.43,137.05,12.81,12.21,4.21,0
20230418:1811,2.06,10.34,3.73,11.74,4.21,0
20230418:1911,0,0,0,10.93,3.86,0
20230418:2011,0,0,0,9.88,4.21,0
20230418:2111,0,0,0,9.14,4.48,0
20230418:2211,0,0,0,8.54,4.48,0
20230418:2311,0,0,0,8.09,4.28,0
20230419:0011,0,0,0,7.81,4,0
20230419:0111,0,0,0,7.48,3.93,0
20230419:0211,0,0,0,7.62,4.28,0
20230419:0311,0,0,0,7.62,4.48,0
20230419:0411,0,0,0,7.64,4.62,0
20230419:0511,7.81,19.81,4.68,7.46,4.9,0
20230419:0611,100.11,155.7,13.77,7.27,5.03,0
20230419:0711,315.11,381.41,22.87,8.04,5.93,0
20230419:0811,530.08,616.98,31.55,8.72,6.28,0
20230419:0911,691.29,810.45,39.24,9.71,6.41,0
20230419:1011,813.16,967.11,45.18,10.89,6.76,0
20230419:1111,877.79,1055.56,48.44,11.85,6.9,0
20230419:1211,867.77,1046.5,48.3,12.6,6.9,0
20230419:1311,800.11,961.01,44.8,13.08,6.76,0
20230419:1411,686.98,818.25,38.69,13.24,6.62,0
20230419:1511,517.44,614.37,30.89,13.09,6.48,0
20230419:1611,306.18,379.69,22.16,12.71,6.28,0
20230419:1711,92.03,151.53,13.04,12.03,5.52,0
20230419:1811,4.96,15.5,3.97,10.94,5.45,0
20230419:1911,0,0,0,9.84,5.59,0
20230419:2011,0,0,0,9.01,5.59,0
20230419:2111,0,0,0,8.28,5.38,0
20230419:2211,0,0,0,7.57,5.03,0
20230419:2311,0,0,0,6.91,4.55,0
20230420:0011,0,0,0,6.21,3.79,0
20230420:0111,0,0,0,5.71,3.66,0
20230420:0211,0,0,0,5.78,4.28,0
20230420:0311,0,0,0,6.24,4.83,0
20230420:0411,0,0,0,6.91,5.17,0
20230420:0511,1.28,8.61,4.99,7.02,5.31,0
20230420:0611,42.82,65.08,14.07,6.93,5.66,0
20230420:0711,84.74,113.26,23.17,6.57,5.52,0
20230420:0811,73.26,100.15,31.86,6.71,6.83,0
20230420:0911,155.18,192.53,39.57,7.53,6.76,0
20230420:1011,423.11,492.49,45.53,7.8,6.28,0
20230420:1111,292.98,347.27,48.79,8.27,6.21,0
20230420:1211,187.35,230.27,48.64,9.32,6.34,0
20230420:1311,196.72,241.49,45.1,10.27,7.03,0
20230420:1411,124.71,160.79,38.96,10.93,7.03,0
20230420:1511,352.92,418.93,31.14,11.64,6.83,0
20230420:1611,266.84,330.13,22.39,11.97,6.07,0
20230420:1711,83.37,125.62,13.28,11.6,5.03,0
20230420:1811,0,2.58,4.21,10.82,4.69,0
20230420:1911,0,0,0,9.29,4.48,0
20230420:2011,0,0,0,8.46,4.62,0
20230420:2111,0,0,0,7.75,4.28,0
20230420:2211,0,0,0,7.5,3.93,0
20230420:2311,0,0,0,7.69,3.72,0
20230421:0011,0,0,0,7.85,3.45,0
20230421:0111,0,0,0,7.82,2.76,0
20230421:0211,0,0,0,7.95,2.28,0
20230421:0311,0,0,0,8.01,2.14,0
20230421:0411,0,0,0,8.15,2.34,0
20230421:0511,0,3.45,5.29,8.4,2.9,0
20230421:0611,9.25,22.05,14.37,8.81,3.52,0
20230421:0711,38.06,59.72,23.48,9.05,3.1,0
20230421:0811,301.04,359.7,32.17,10.02,4.34,0
20230421:0911,211.22,259.81,39.9,11.32,4.55,0
20230421:1011,197.51,245.67,45.87,12.32,4.28,0
20230421:1111,266.08,325.85,49.14,13.22,4.14,0
20230421:1211,455.51,550.66,48.97,14.1,4.21,0
20230421:1311,160.85,205.82,45.41,14.61,4.14,0
20230421:1411,473.56,573.58,39.23,14.98,4,0
20230421:1511,35.48,57.89,31.39,15.06,3.79,0
20230421:1611,22.69,41.35,22.63,14.71,3.31,0
20230421:1711,89.37,146.13,13.51,14.35,2.76,0
20230421:1811,0,2.58,4.45,13.42,2.55,0
20230421:1911,0,0,0,11.53,3.17,0
20230421:2011,0,0,0,10.89,3.52,0
20230421:2111,0,0,0,10.59,3.66,0
20230421:2211,0,0,0,10.45,3.24,0
20230421:2311,0,0,0,10.01,3.1,0
20230422:0011,0,0,0,9.5,3.1,0
20230422:0111,0,0,0,8.72,3.1,0
20230422:0211,0,0,0,7.86,3.03,0
20230422:0311,0,0,0,7.05,2.9,0
20230422:0411,0,0,0,6.27,2.69,0
20230422:0511,6.21,17.23,5.59,5.67,2.34,0
20230422:0611,48.13,71.5,14.67,6.72,1.79,0
20230422:0711,176.28,220.94,23.77,8.71,1.38,0
20230422:0811,399.59,483.48,32.48,10.69,1.38,0
20230422:0911,613.83,758.62,40.22,12.61,1.59,0
20230422:1011,534.15,663.7,46.2,14.18,1.38,0
20230422:1111,189.89,242.75,49.48,15.35,0.97,0
20230422:1211,50.07,76.26,49.3,15.52,1.45,0
20230422:1311,62.63,90.96,45.71,14.17,2.21,0
20230422:1411,73.98,103.83,39.5,12.62,2.28,0
20230422:1511,64.97,92.8,31.63,11.62,2.14,0
20230422:1611,23.17,41.35,22.86,10.73,2.97,0
20230422:1711,4.52,14.7,13.74,9.73,3.03,0
20230422:1811,1.25,8.61,4.69,9.08,2.28,0
20230422:1911,0,0,0,8.47,1.79,0
20230422:2011,0,0,0,7.67,2.14,0
20230422:2111,0,0,0,6.99,2.21,0
20230422:2211,0,0,0,6.62,2.34,0
20230422:2311,0,0,0,6.54,2.55,0
20230423:0011,0,0,0,6.53,2.69,0
20230423:0111,0,0,0,6.56,2.76,0
20230423:0211,0,0,0,6.68,2.9,0
20230423:0311,0,0,0,7.05,3.17,0
20230423:0411,0,0,0,7.55,3.38,0
20230423:0511,5.06,15.5,5.89,7.8,3.38,0
20230423:0611,107.02,162.9,14.96,8.78,3.45,0
20230423:0711,318.89,392.29,24.07,10.46,3.59,0
20230423:0811,511.73,610.89,32.78,12.01,4.21,0
20230423:0911,673.13,808.61,40.54,13.52,5.31,0
20230423:1011,612.36,739.33,46.54,14.84,5.59,0
20230423:1111,471.3,569.13,49.81,15.62,6,0
20230423:1211,332.58,404.89,49.62,15.41,5.86,0
20230423:1311,301.57,367.03,46,14.23,5.31,0
20230423:1411,74.19,104.75,39.77,14.75,4.55,0
20230423:1511,61.1,89.13,31.88,14.45,3.31,0
20230423:1611,34.29,56.05,23.1,13.44,3.24,0
20230423:1711,30.77,51.45,13.97,12.75,3.52,0
20230423:1811,4.92,15.5,4.93,12.27,3.45,0
20230423:1911,0,0,0,11.24,3.52,0
20230423:2011,0,0,0,10.88,3.52,0
20230423:2111,0,0,0,10.51,3.03,0
20230423:2211,0,0,0,10.21,2.41,0
20230423:2311,0,0,0,9.93,3.79,0
20230424:0011,0,0,0,9.49,5.52,0
20230424:0111,0,0,0,9.1,6.21,0
20230424:0211,0,0,0,8.82,5.86,0
20230424:0311,0,0,0,8.6,5.59,0
20230424:0411,0,0,0,8.37,5.03,0
20230424:0511,0,5.17,6.18,8.23,4.97,0
20230424:0611,12.48,26.65,15.25,8.21,5.45,0
20230424:0711,19.95,36.75,24.36,8.29,6.9,0
20230424:0811,58.48,83.61,33.08,8.09,7.03,0
20230424:0911,157.47,196.17,40.85,8.68,6.14,0
20230424:1011,145.03,182.85,46.86,9.43,6.07,0
20230424:1111,280.51,335.79,50.15,10.15,6.69,0
20230424:1211,236.64,286.9,49.94,10.66,7.17,0
20230424:1311,87.04,117.61,46.3,10.63,7.66,0
20230424:1411,284.82,339.41,40.03,10.33,7.79,0
20230424:1511,362.77,426.12,32.12,9.8,7.38,0
20230424:1611,238.37,291.52,23.33,9.36,7.1,0
20230424:1711,79.55,114.07,14.2,9.02,6.62,0
20230424:1811,10.1,23.26,5.16,8.22,5.86,0
20230424:1911,0,0,0,7.25,4.55,0
20230424:2011,0,0,0,6.89,4.28,0
20230424:2111,0,0,0,6.7,3.79,0
20230424:2211,0,0,0,6.45,3.72,0
20230424:2311,0,0,0,6.31,3.79,0
20230425:0011,0,0,0,5.86,3.45,0
20230425:0111,0,0,0,5.36,3.24,0
20230425:0211,0,0,0,5.07,3.24,0
20230425:0311,0,0,0,4.71,3.38,0
20230425:0411,0,0,0,4.55,3.38,0
20230425:0511,15.94,31.01,6.46,4.53,3.31,0
20230425:0611,113.54,163.06,15.53,5.58,3.31,0
20230425:0711,277.14,333.5,24.64,6.72,4.48,0
20230425:0811,544.92,633.91,33.38,7.31,5.03,0
20230425:0911,180.83,221.92,41.16,7.91,5.1,0
20230425:1011,705.74,832.9,47.19,8.61,5.31,0
20230425:1111,576.29,677.46,50.48,9.02,5.45,0
20230425:1211,768.44,913.82,50.26,9.31,5.59,0
20230425:1311,349.57,413.38,46.59,9.38,5.59,0
20230425:1411,361.67,426.04,40.29,9.23,5.59,0
20230425:1511,186.17,228.43,32.36,8.93,5.66,0
20230425:1611,245.83,299.51,23.56,8.32,5.59,0
20230425:1711,100.29,154.16,14.43,7.73,5.38,0
20230425:1811,12.59,26.7,5.39,7.1,4.41,0
20230425:1911,0,0,0,6.1,3.59,0
20230425:2011,0,0,0,5.27,3.1,0
20230425:2111,0,0,0,4.67,2.76,0
20230425:2211,0,0,0,4.19,2.69,0
20230425:2311,0,0,0,3.85,2.62,0
20230426:0011,0,0,0,3.49,2.55,0
20230426:0111,0,0,0,3.31,2.55,0
20230426:0211,0,0,0,3.37,2.55,0
20230426:0311,0,0,0,3.38,2.48,0
20230426:0411,0,0,0,3.44,2.34,0
20230426:0511,17.96,33.59,6.75,3.63,2.21,0
20230426:0611,84.32,115.41,15.81,5.05,2,0
20230426:0711,191.11,234.66,24.93,6.35,2.34,0
20230426:0811,153.96,191.68,33.67,7.02,3.24,0
20230426:0911,297.6,353.73,41.46,7.4,3.17,0
20230426:1011,87.68,117.61,47.51,8.2,3.1,0
20230426:1111,727.73,880.72,50.81,8.84,3.1,0
20230426:1211,104.78,137.82,50.57,9.46,3.17,0
20230426:1311,285.42,343.16,46.87,9.4,3.38,0
20230426:1411,546.65,648.9,40.55,9.4,3.45,0
20230426:1511,277.9,333.07,32.6,9.09,3.59,0
20230426:1611,142.22,180.47,23.78,8.81,3.52,0
20230426:1711,92.13,133.14,14.65,8.55,3.17,0
20230426:1811,13.14,27.56,5.62,7.87,2.14,0
20230426:1911,0,0,0,6.67,2.14,0
20230426:2011,0,0,0,5.78,1.93,0
